concept_id,concept_name,patient_count
194574,Chronic type B viral hepatitis,22216
4287929,Disorder of anal region,22190
138525,Pain in limb,22188
24660,Acute tonsillitis,22058
4027258,Disorder of finger,22045
443951,Disorder of anus,22044
80217,Anal finding,22044
619742,Injury of shoulder and/or upper arm,21983
312437,Dyspnea,21893
4029363,Granulomatous disorder,21889
192367,Dysplasia of cervix,21878
4042833,Disorder of abdominal wall,21873
194133,Low back pain,21844
4029816,Inflammatory disorder of the cardiovascular system,21789
4038495,Delivery finding,21785
4335872,Injury of globe of eye,21765
374905,Non-organic sleep disorder,21747
4165112,Bronchiolitis,21716
260125,Acute bronchiolitis,21716
4134132,Chronic disease of skin,21658
4096313,Multiple injuries,21650
433527,Endometriosis (clinical),21585
74124,Traumatic arthropathy,21504
75860,Constipation,21500
374366,Sensorineural hearing loss,21493
4164337,Polyp of large intestine,21477
4112731,Polyp of intestine,21477
78162,Peripheral vertigo,21468
442562,Poisoning,21423
136779,Disorder of forearm,21419
40491439,Tumor of respiratory system,21409
192963,Disorder of pancreas,21382
4115580,Finding of pancreas,21382
4206788,Systemic disease,21366
4179314,Finding of temporomandibular joint,21343
4242664,Benign neoplasm of uterine adnexa,21269
252280,Neoplasm of respiratory tract,21250
4047648,Neoplasm of uterine cervix,21250
435657,Dyssomnia,21243
74396,Temporomandibular joint disorder,21170
37162280,Disorder caused by psychoactive substance,21141
443387,Malignant tumor of stomach,21139
444202,Abscess,21090
439674,Chronic viral hepatitis B without delta-agent,21069
4208662,Bacterial lower respiratory infection,20991
4203631,Motor dysfunction,20895
4024710,Motor nervous system finding,20895
434557,Tuberculosis,20885
440377,Paralysis,20838
4239975,Myocardial disease,20818
4108611,Myocardial finding,20818
77079,Spinal stenosis,20793
199764,Benign neoplasm of ovary,20777
4193168,Bacterial oral infection,20738
133228,Dental caries,20735
4322737,Infection of tooth,20735
4136701,Fracture of midfacial bones,20693
4090739,Nutritional disorder,20680
4024552,Disorder of cardiac function,20676
196044,Primary malignant neoplasm of stomach,20676
4021775,Cardiac rhythm AND/OR rate finding,20651
4103189,Finding of heart rate,20640
1077445,Endometriosis of abdomen,20530
4132140,Endometriosis of pelvis,20511
36716519,Sequela of infection caused by bacterium,20467
4285898,Polyp of colon,20464
198678,Intestinal infectious disease,20461
4113104,Benign neoplasm of thorax,20421
4042220,Neonatal disorder,20372
4318982,Disorder of vision,20329
199978,Contusion of lower limb,20296
436962,Insomnia,20274
4102985,Nonorganic insomnia,20274
36717155,Sequela of infection caused by Mycobacterium,20269
4090205,Sequelae of tuberculosis,20267
140673,Hypothyroidism,20222
439743,Late effects of respiratory tuberculosis,20163
4353709,Intracerebral vascular finding,20102
435227,Nutritional deficiency disorder,20061
4276360,Undernutrition,19913
4266339,Disorder of skin of lower limb,19863
193863,Congenital abnormality of lower limb and pelvic girdle,19819
376382,Tension-type headache,19807
4132088,Acute heart disease,19770
4094284,Ligament finding,19764
442628,Disorder of ligament,19764
4320821,Injury of muscle,19754
4337941,Congenital anomaly of head,19753
761012,Lesion of vertebra,19745
4091360,Maxillary sinus finding,19706
4023983,Disorder of maxillary sinus,19706
316084,Lymphadenitis,19610
442264,Disorder of tendon,19556
4095203,Tendon finding,19556
4119466,Space occupying lesion of liver,19530
4101227,Liver mass,19530
4228816,Maxillary sinusitis,19512
4137275,Vasculitis,19463
4206579,Varicella-zoster virus infection,19460
4029269,Deficiency of micronutrients,19451
4302654,Itching,19351
442077,Anxiety disorder,19332
441542,Anxiety,19332
444367,Cholelithiasis without obstruction,19329
81454,Injury of finger,19186
4128846,Finding of structures of conception,19144
40493428,Malignant neoplasm of respiratory system,19136
80593,Urinary complication,19121
4169287,Itching of skin,19096
4090425,Altered sensation of skin,19096
4170137,Non-suppurative otitis media,19066
4193875,Viral infection of the digestive tract,19059
72576,Benign neoplasm of breast,19057
138102,Benign neoplasm of skin,19044
4028939,Disorder of puberty,18961
4113552,Finding of appendix,18918
433524,Disorder of appendix,18918
381295,Senile cataract,18900
4136167,Atrophic mucosa,18897
4002659,Traumatic hemorrhage,18897
4068155,Atrial arrhythmia,18885
444132,Injury of knee,18870
4131008,Neoplasm of body of uterus,18794
4266367,Influenza,18759
4277745,Disease caused by Orthomyxoviridae,18759
376713,Cerebral hemorrhage,18758
4178956,Vascular disorder of extremity,18757
444070,Tachycardia,18749
444220,Finding of hip region,18718
4136694,Ligament injury,18703
4116963,Mass of urinary system structure,18700
444100,Mood disorder,18559
134222,Injury of forearm,18540
315078,Palpitations,18539
4181680,Finding related to awareness of heart beat,18539
435119,Late effect of injury,18526
4020347,Finding of wrist region,18526
4028074,Disorder of wrist,18512
4267558,Precocious puberty,18428
4311499,Primary malignant neoplasm of respiratory tract,18421
37311784,Exogenous dermatitis,18416
40484028,Dental caries extending into dentin,18415
4180770,Sequelae of neurological disorders,18327
440448,Appendicitis,18319
4059114,Meningeal hemorrhage,18297
4311420,Vascular insufficiency,18270
4242368,Benign neoplasm of neck,18228
4024306,Injury of nose,18194
37168902,Traumatic injury of nose,18193
4021558,Complication of injury,18108
134438,Contact dermatitis,18058
195977,Contusion of trunk,18049
195002,Ulceration of intestine,18034
4208264,Muscle contracture,18017
4151985,Lower back injury,18013
196061,Benign neoplasm of stomach,17972
4112748,Keratosis,17957
40488900,Carcinoma of thyroid,17956
440059,Recurrent disease,17926
4248964,Atrophic mucosa of digestive system organ,17908
192667,Atrophic gastritis,17908
444221,Finding of elbow region,17837
4299535,Pregnancy,17825
4027383,Disorder of elbow,17808
46273463,Upper respiratory tract infection caused by Influenza virus,17738
78228,Joint derangement,17713
4216200,Joint function disorder,17713
4241043,Benign neoplasm of head,17703
4198855,Chronic urticaria,17613
42872732,Injury of cervical region of back,17583
255573,Chronic obstructive pulmonary disease,17554
4182168,Deformity of neck,17549
4310400,Acute appendicitis,17525
4271029,Disorder of skin of upper limb,17507
440814,Torticollis,17460
4267417,Hepatic fibrosis,17456
4326403,Vitamin disease,17373
436658,Vitamin deficiency,17350
1076428,Fracture of bone of thorax,17339
4124677,Infectious disorder of bronchus,17305
315643,Tachyarrhythmia,17281
316139,Heart failure,17272
134668,Chronic maxillary sinusitis,17262
4174520,Fracture of vertebral column,17243
4252853,Acute viral disease,17236
45771090,Respiratory tuberculosis,17229
43531046,Disorder of nerve root and/or plexus,17093
4091015,Fluid volume disorder,17089
435796,Dehydration,17089
433435,Carcinoma in situ,17031
4112853,Malignant tumor of breast,16983
4264439,Extraovarian endometriosis,16965
4189531,Acute nephritis,16935
4048485,Disorder of external nose,16929
1245380,Maternal perinatal disorder,16918
4179872,Disorder of hemostatic system,16914
40479582,Adenocarcinoma of head and/or neck,16890
4277921,Liver regeneration,16850
4064161,Cirrhosis of liver,16850
443398,Malignant tumor of intestine,16843
4270897,Lesion of cornea,16823
4318544,Renal tubular disorder,16819
4177206,Tubulointerstitial nephritis,16819
4170742,Closed fracture of vertebral column,16799
141249,Benign neoplasm of thyroid gland,16789
4023577,Finding of ankle region,16771
75650,Proteinuria,16761
199860,Hernia of abdominal cavity,16759
195482,Primary malignant neoplasm of intestinal tract,16727
4162253,Primary malignant neoplasm of breast,16725
433486,Acute inflammation of orbit,16716
4275423,Supraventricular tachycardia,16691
4213310,Degenerative disease of the central nervous system,16623
4096315,Injury of cervical spine,16614
4042501,Disorder of hip,16602
4113997,Mass of oral cavity,16586
4129891,Neoplasm of retroperitoneum,16577
4130518,Neoplasm of liver,16536
4105287,Injury of nasal bones,16509
4134129,Disorder of nasal bone,16509
4134318,Fractured nasal bones,16509
195588,Cystitis,16508
435613,Cellulitis,16475
442013,Burn,16455
4181204,Nutritional deficiency associated condition,16402
4280354,Nutritional anemia,16381
198572,Cervical intraepithelial neoplasia,16379
4005650,Drug-induced lesion,16371
138387,Thyrotoxicosis,16354
4077081,Superficial mycosis,16340
4034825,Multinodular goiter,16338
4169466,Finding of thigh,16329
4301709,Disorder of vitamin D,16317
436070,Vitamin D deficiency,16317
40482662,Disorder of joint of ankle and/or foot,16278
136661,Non-toxic nodular goiter,16276
136368,Non-toxic multinodular goiter,16276
321052,Peripheral vascular disease,16272
4182210,Dementia,16255
435082,Closed fracture of nasal bones,16251
37166136,Adenocarcinoma of neck,16207
436659,Iron deficiency anemia,16181
37165558,Differentiated thyroid carcinoma,16162
4030291,Viral infection of skin,16139
4160276,Malignant neoplasm of genital structure,16127
4095852,Injury of lumbar spine,16116
136184,Pruritic disorder,16107
440383,Depressive disorder,16101
260139,Acute bronchitis,16052
4102631,Acute tubulointerstitial nephritis,16023
4132556,Acute disease of eye,16022
444211,Disorder of thigh,16013
78831,Disorder of ankle,15994
4132080,Injury of respiratory system,15970
76611,Injury of shoulder region,15915
4167193,Lacrimal system finding,15861
432910,Disorder of lacrimal system,15861
37165146,Pruritic disorder of skin,15844
4178673,Congenital anomaly of lower trunk,15843
4129389,Gastrointestinal obstruction,15758
4033294,Acute mucositis,15726
4151202,Injury of ribs,15718
4142905,Fracture of rib,15717
135618,Pruritic rash,15697
40482960,Itching of lesion of skin,15697
193439,Benign neoplasm of body of uterus,15696
443396,Malignant tumor of large intestine,15693
80809,Rheumatoid arthritis,15675
4027731,Acute disease of orbit,15625
376707,Acute conjunctivitis,15625
4216397,Nerve root disorder,15605
4246125,Primary malignant neoplasm of large intestine,15598
4130030,Neoplasm of myometrium,15594
37168850,Malignant colorectal neoplasm,15576
74188,Closed fracture of rib,15563
4095643,Trunk varices,15545
136788,Spinal stenosis of lumbar region,15535
4241110,Infection by Deuteromycetes,15530
4243440,Benign neoplasm of myometrium,15514
4095546,Injury of orbit,15453
433736,Obesity,15443
443730,Disorder of nervous system due to diabetes mellitus,15413
4040719,Disorder of inguinal region,15345
4188155,Hernia of anterior abdominal wall,15340
375239,Degenerative brain disorder,15301
4228879,Allergic disorder of skin,15297
4154168,Pelvic injury,15281
4015350,Fracture at wrist and/or hand level,15279
4029496,Disorder of product of conception,15222
4022207,Disease caused by Picornaviridae,15201
4342655,Ulceration of small intestine,15181
4116228,Papillary thyroid carcinoma,15175
193518,Intestinal obstruction,15123
4160875,Sprain of ligament,15089
200461,Endometriosis of uterus,15070
4013613,Fracture of lumbar spine and/or pelvis,15048
40482430,Deformity of limb,15044
4190345,Closed fracture involving joint,15029
77162,Injury of ankle,15006
4307774,Acute lower respiratory tract infection,14998
315296,Preinfarction syndrome,14995
4168666,Cerebral degeneration,14966
4332246,Aneurysm,14960
36714559,Disorder caused by alcohol,14931
4161193,Disease caused by Gram-positive bacteria,14864
377861,Disorder of refraction AND/OR accommodation,14847
444113,Delivery AND/OR maternal condition affecting management,14818
4132093,Acute disorder of ear,14796
133444,Thyroiditis,14768
76191,Disorder of upper arm,14747
135473,Dermatophytosis,14706
4344040,Injury of tendon,14585
4167864,Effect of exposure to physical force,14564
4088581,Pregnant abdomen finding,14496
4082346,Disorder of soft tissue due to diabetes mellitus,14493
4180126,Traumatic injury of skeletal muscle,14484
73075,Contusion of upper limb,14478
4198381,Ulcer of duodenum,14463
36716712,Calculus of gallbladder without cholecystitis or cholangitis,14459
4141028,Cervical disc disorder,14459
4103192,Myocardial lesion,14401
4035137,Disorder of stature,14397
4079750,Osteoarthritis of knee,14381
4094202,Space-occupying lesion of nervous system,14380
4024014,Cranial nerve finding,14354
434008,White blood cell disorder,14334
4174262,Polyneuropathy,14330
4204187,Renal mass,14317
444130,Injury of foot,14315
137977,Jaundice,14284
23986,Disorder of pituitary gland,14262
440076,Short stature disorder,14188
253796,Pneumothorax,14164
78518,Finding of shoulder joint,14114
37168129,Lesion of retina,14102
437915,Gastrointestinal mucositis,14066
