concept_id,concept_name,patient_count
436080,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx",53
4028924,Adrenal hyperfunction,53
37018609,Anaplastic astrocytoma of central nervous system,53
37166572,Primary glioblastoma multiforme of brain,53
4223303,Gangrene due to type 1 diabetes mellitus,53
438123,Adrenocortical hyperfunction,53
36717624,Primary glioblastoma multiforme of frontal lobe,53
36715601,Fracture of coronoid process of mandible,53
602068,Primary malignant glioma of frontal lobe,53
4094817,Superficial burn of finger,53
37166591,Primary glioblastoma multiforme of central nervous system,53
4228802,Mild recurrent major depression,53
4165570,Fungal infection of brain,53
4313149,Acquired ichthyosis,53
4028474,Pubertal menorrhagia,53
437064,Chondrocalcinosis,53
4318551,Ulcers of female genital organs,52
432882,Methemoglobinemia,52
4152164,Injury of forehead,52
4003359,Burn of cheek,52
140487,Dermatitis herpetiformis,52
37116541,Laceration of quadriceps tendon,52
4045976,Herpes zoster encephalitis,52
44501388,"Large cell neuroendocrine carcinoma of upper lobe, lung",52
4272468,Avoidant disorder of childhood,52
437396,"Closed fracture of mandible, coronoid process",52
30978,Thalassemia,52
37311993,Disorder caused by stimulant,52
4152294,Knuckle injury,52
380109,Exophoria,52
37165187,Acantholytic dermatosis,52
134452,Olecranon bursitis,52
36713171,Teratoma,52
4150042,Vaginal ulcer,52
40489405,Carcinoma of anus,52
4001838,Burn of forehead,52
4331309,Myocarditis due to infectious agent,52
435633,Juvenile osteochondrosis of upper extremity,52
44502758,"NK/T-cell lymphoma, nasal and nasal type of nasal cavity",52
764881,Mass of hip region,52
433363,Foreign body in trachea,52
196307,Injury of lumbosacral plexus,52
313867,Double outlet right ventricle,52
37167244,Pain in muscle of thigh,52
441130,Meningeal irritation,52
4056293,"Traumatic amputation, finger, through metacarpophalangeal joint",52
37116540,Laceration of quadriceps muscle,52
4031003,Erythema ab igne,52
443614,Chronic kidney disease stage 1,52
4238346,Congenital duplication of cervix,51
4318800,Congenital anomaly of vena cava,51
4116074,Malignant sex cord tumor of ovary,51
437221,Chlamydia trachomatis infection,51
4120317,Multiple cranial nerve lesions and linked syndromes,51
4314217,Neoplasm of uncertain behavior of cerebellum,51
4239868,Benign neoplasm of bronchus of left upper lobe,51
4235773,Doubling of uterus with doubling of cervix and vagina,51
444066,Rupture of uterus,51
37116584,Primary squamous cell carcinoma of lip,51
4241143,Benign neoplasm of left lower lobe of lung,51
4131750,Neoplasm of anterior wall of urinary bladder,51
4178974,Malignant neoplasm of cerebral meninges,51
4097706,Myelomonocytic leukemia,51
4241795,Carcinoma in situ of pancreatic duct,51
4060536,Injury of gallbladder without open wound into abdominal cavity,51
37018876,Lymphoma of colon,51
4249740,Fracture of capitate bone of wrist,51
432246,Leptospirosis,51
37165994,Entanglement and compression of umbilical cord,51
441962,Congenital bowing of tibia and/or fibula,51
37109500,Intraductal papillary mucinous neoplasm of pancreas,51
4193765,Compression of umbilical cord,51
43530849,Bowing deformity of lower leg,51
4243424,Benign neoplasm of left upper lobe of lung,51
4120624,Rupture of spleen,51
37310478,Benign neoplasm of left lung,51
4228503,Cellulitis of groin,51
44499550,Adenocarcinoma in tubulovillous adenoma of sigmoid colon,51
4174575,Vulval intraepithelial neoplasia grade 3,51
44505767,"Urothelial carcinoma in situ of bladder, NOS",51
37206831,Chronic inflammation of lacrimal passage,51
37311900,Osteoarthritis of hip due to and following trauma,51
4242206,Benign neoplasm of bronchus of left lower lobe,51
4018369,Open injury of lung,51
1246405,Benign neoplasm of left bronchus,51
4112862,Malignant granulosa cell tumor of ovary,51
4232209,Congenital absence of upper limb,51
4053585,Injury of larynx,51
4095551,Laceration of lung,51
4323822,Furuncle of ear,50
37109019,White matter disease,50
602643,Gonarthrosis of left knee due to and following trauma,50
602644,Gonarthrosis of right knee due to and following trauma,50
4062387,Injury of muscle and tendon at thorax level,50
4318849,Abscess of testis,50
77812,Malignant neoplasm of anterior wall of urinary bladder,50
4202809,"Behcet's syndrome, intestinal type",50
4184976,Angioimmunoblastic T-cell lymphoma,50
4033609,Congenital anomaly of uvula,50
36684940,Injury of left knee,50
36717036,Osteoarthritis of left knee joint,50
36713111,Osteoarthritis of right knee joint,50
703578,Multisystem inflammatory syndrome (MIS),50
4208980,Cellulitis of umbilicus,50
4160059,Primary adrenocortical insufficiency,50
37166745,Adenosquamous carcinoma of lung,50
4237920,Open fracture of zygomatic arch,50
4180159,Hereditary disorder of immune system,50
36716500,Primary malignant neuroendocrine neoplasm of lung,50
4060820,Focal choroiditis,50
4115521,"Post-traumatic gonarthrosis, bilateral",50
4301483,Persistent left superior vena cava,50
436926,Primary malignant neoplasm of cerebral meninges,50
78274,Closed fracture of pisiform bone of wrist,50
45768881,Primary adenosquamous carcinoma of lung,50
4062558,False labor at or after 37 completed weeks of gestation,50
4233536,Focal retinitis,50
436527,Open fracture of ramus of mandible,50
4290427,Congenital anomaly of superior vena cava,50
36684454,Bilateral osteoarthritis of knees,50
36676837,Arthropathy of right knee joint,50
4077901,Cleft uvula,50
40490458,Lymphoma of pelvis,50
36687055,Bilateral arthropathy of knee joints,50
36676836,Arthropathy of left knee joint,50
4130525,Neoplasm of mesothelial tissue of peritoneum,50
4001333,Open fracture of zygomatic tripod,50
437850,Focal chorioretinitis,50
4131599,Neoplasm of vermilion border of lip,50
36717495,Primary adenocarcinoma of descending colon and splenic flexure,50
761014,Injury of right knee,50
192292,Carcinoma in situ of liver and/or biliary system,50
4265729,Infection caused by Corynebacterium,49
42538212,Full thickness burn of head and neck,49
37164584,Inflammation of intestine caused by Shigella,49
44503140,"Squamous intraepithelial neoplasia, high grade of endocervix",49
4166768,Bacillary dysentery,49
4053151,"Traumatic amputation, through knee",49
4185261,Traumatic rupture of spleen,49
36553416,"Adenocarcinoma, NOS, of exocervix",49
133969,Primary malignant neoplasm of vermilion border of lip,49
22557,Malignant tumor of submandibular gland,49
4246290,Epidermolysis bullosa,49
4237202,Pulmonic valve regurgitation,49
434413,Incomplete miscarriage with complication,49
81286,Toxic myopathy,49
40391775,Malignant teratoma,49
434654,Deformity of orbit,49
4153739,Open wound of larynx and trachea,49
134738,Acute osteomyelitis of multiple sites,49
44501689,"Marginal zone B-cell lymphoma, NOS, of gastric antrum",49
4129384,Neoplasm of mesothelial tissue of pleura,49
44806790,Moderate binocular visual impairment,49
4225833,Malignant tumor of vermilion border of lip,49
201780,Shigellosis,49
4050085,Open wound of larynx,49
4130378,Neoplasm of submaxillary gland,49
4095693,Allergic otitis media,49
4193870,Bacterial dysentery,49
4057374,Perforated diverticulum of intestine,49
4092161,Perforated diverticulum of small intestine,49
4046505,Abscess of tendon,49
45771015,Primary squamous cell carcinoma of maxillary sinus,48
4095271,Foreign body in urinary tract,48
440893,Injury of axillary nerve,48
4139395,Retroperitoneal sarcoma,48
36676317,Foreign body in lower urinary tract,48
4233531,"Acute myeloid leukemia, minimal differentiation, FAB M0",48
4109332,Congenital abnormalities of thoracic aortic branches,48
37166782,Squamous cell carcinoma of maxillary sinus,48
4111917,Malignant mesothelioma of pleura,48
433076,Crushing injury of thigh,48
3654886,Diffuse large B-cell lymphoma of small intestine,48
321109,Congenital anomaly of coronary artery,48
4190773,Restrictive cardiomyopathy,48
4311124,Carotid artery thrombosis,48
374037,Night blindness,48
4050552,Injury of vein at forearm level,48
44502029,Mucinous adenocarcinoma of sigmoid colon,48
45765769,Large cell anaplastic lymphoma T cell and Null cell type,48
435945,Open fracture of base of thumb,48
375479,Kaposi's sarcoma of soft tissue,48
441190,Injury of unknown intent due to fall from height,48
434814,Late effect of medical and surgical care complication,48
4182100,Germ cell tumor of the brain,48
4110186,"Intracerebral hemorrhage, multiple localized",48
4246483,Congenital hypoplasia of gonad,48
441875,Thoracic aortic aneurysm which has ruptured,48
79742,Primary genital syphilis,48
37165524,Malignant neoplasm of blood vessel,48
434224,Injury of popliteal vein,48
200970,Carcinoma in situ of prostate,48
37162618,B cell lymphoma of small intestine,48
44500415,"Papillary adenocarcinoma, NOS, of lower lobe, lung",48
443629,Generalized abdominal tenderness,48
4309804,Congenital hypoplasia of testis,48
436042,Primary malignant neoplasm of anterior two-thirds of tongue,48
4177098,Malignant tumor of anterior two-thirds of tongue,48
4130377,Neoplasm of anterior two-thirds of tongue,48
37169386,Congenital hypoplasia of testis and scrotum,48
441215,Infection caused by Clostridium perfringens,48
4049452,Rupture of gravid uterus,48
42537335,Syphilitic chancre,48
1076125,Early neonatal jaundice due to infection,48
4160083,Syphilitic skin disorder,48
4032935,Fracture of trapezoidal bone of wrist,48
37110553,Dermatitis of anogenital region,48
4009450,Open fracture finger metacarpal base,48
44503133,"Carcinoma, NOS, of prostate gland",47
4082361,Ectodermal dysplasia with hair-tooth defects,47
437457,Poisoning by sympathomimetic drug,47
27516,Neoplasm of uncertain behavior of paraganglia,47
4045631,Idiopathic chronic neuropathy,47
4266653,Hamartoma,47
4082363,Ectodermal dysplasia with hair-nail defect,47
197343,First degree perineal laceration,47
45769122,Primary squamous cell carcinoma of pyriform sinus,47
4335335,Congenital cholesteatoma,47
80854,Closed fracture of capitate bone of wrist,47
4112809,Aspiration pneumonitis due to and following anesthesia during labor and delivery,47
4146886,Rupture of kidney,47
40489808,Disorder of both middle ear and mastoid,47
4016551,Injury of thoracic trachea,47
36715845,Primary squamous cell carcinoma of upper third of esophagus,47
1075637,Aspiration pneumonitis following procedure,47
4298028,Squamous cell carcinoma of skin of lower extremity,47
372651,Chronic mastoiditis,47
4034565,Ectodermal dysplasia with tooth-nail defects,47
4247260,Partial congenital absence of limb,47
44502370,"Marginal zone B-cell lymphoma, NOS, of conjunctiva",47
36715862,Primary neuroendocrine carcinoma of body of stomach,47
37168996,Keratinocytic epidermal carcinoma of skin,47
4146581,Mild intermittent asthma,47
140976,Toxic uninodular goiter,47
4082364,Ectodermal dysplasia with nail defect,47
4033183,Ectodermal dysplasia with hair-tooth-nail defects,47
40480435,Spastic hemiplegia of nondominant side,47
37016741,Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia,47
37166785,Squamous cell carcinoma of piriform sinus,47
4300442,Solar erythema,47
4116087,Carcinoma of prostate,47
37116670,Chromophobe renal cell carcinoma,47
4242410,Gingival fibromatosis,47
605815,Carcinoma of pyriform fossa,47
4071154,Acoustic neuritis,47
380394,Idiopathic progressive polyneuropathy,47
4024671,Paroxysmal nocturnal hemoglobinuria,47
37166223,Primary carcinoma of body of stomach,47
4236728,Traumatic rupture of kidney,47
4149024,Rebound tenderness,47
40487046,Carcinoma of vulva,47
4141978,Intermittent asthma,47
442310,Acute heart failure,46
4068616,Thoracic spondylosis with radiculopathy,46
140099,Subacute combined degeneration of spinal cord,46
40483714,Neuroma,46
44783034,Poisoning by thyroid hormone,46
4112854,Malignant phyllodes tumor of breast,46
4065756,Hemiparesis,46
4045737,Pure motor lacunar infarction,46
4102732,Compression of thoracic nerve root,46
4101881,Phantom limb syndrome without pain,46
4029732,Disorder of galactose metabolism,46
1075902,Lesion of thoracic spinal nerve root,46
4058113,Gestational edema with proteinuria,46
441465,Accidental poisoning by alcoholic beverage,46
37110339,Neurological disorder due to nutrient deficiency,46
42710047,Superficial frostbite of upper limb,46
4175077,Transfusion reaction due to blood group antibody-antigen mismatch,46
435983,Accidental poisoning with ethyl alcohol,46
43530951,Venous complication of puerperium,46
4041681,System disorder of the nervous system,46
44499740,"Adenocarcinoma in situ in adenomatous polyp of colon, NOS",46
44500365,Mucinous adenocarcinoma of gastric antrum,46
4131771,Neoplasm of parietal lobe,46
4020442,Poisoning by calcium-channel blockers,46
44502514,"Squamous cell carcinoma, NOS, of pyriform sinus",46
4100058,Intermittent esotropia,46
372627,Transient visual loss,46
4039212,Separation anxiety disorder of childhood,46
40403168,Congenital glaucoma,46
4272171,Cleft hard and soft palate,46
4298732,Genetic disorder of nail,46
37016850,Phyllodes tumor of breast,46
37110341,Myelopathy due to nutritional deficiency,46
4323272,Narcotic drug user,46
42537145,Pediatric follicular lymphoma,46
4057033,Injury of nerves at ankle and foot level,46
4046350,Compression neuropathy of trunk,46
4158978,Somnolence syndrome,46
312927,Acute cor pulmonale,46
4050390,"Traumatic amputation, above elbow",46
44784235,Cardiac channelopathy,46
201531,Hyperosmolar coma due to type 1 diabetes mellitus,46
37160383,Sarcoma of corpus uteri,46
3655828,Myelopathy due to vitamin B12 deficiency,46
36562153,Tubular adenocarcinoma of fundus of stomach,46
37165681,Accidental poisoning by substance with alcohol structure,46
4234597,Misuses drugs,46
40486616,Congenital abnormality of tricuspid leaflet,46
4069182,Ebstein's anomaly,46
4263915,Abnormal position of cardiac valve,46
434628,Separation anxiety,46
42709798,Absence of upper arm,46
260841,Perinatal subarachnoid hemorrhage,46
42535540,Hyperosmolarity due to type 1 diabetes mellitus,46
4101161,Tricuspid leaflet abnormality,46
4060950,Acute parametritis,45
4098604,Hypomagnesemia,45
4094331,Insect bite to arm - nonvenomous,45
4028933,Adrenomedullary hyperplasia,45
433421,Late effects of tuberculosis of bones and/or joints,45
4196476,Stenosis of bronchus,45
4152442,Antenatal ultrasound finding,45
4155484,Animal bite of upper limb,45
4177112,Malignant tumor of trachea,45
4157005,Ultrasound scan finding,45
379802,Neuroleptic malignant syndrome,45
135895,Variation in hair color,45
4116322,Disorder of hair color,45
4338098,Chronic peritonitis,45
4155023,Insect bite of upper limb,45
4061157,Antenatal ultrasound scan abnormal,45
379812,Exposure keratoconjunctivitis,45
40482865,Left sided ulcerative colitis,45
439773,Neoplasm of uncertain behavior of thymus,45
37208339,Stenosis of tracheobronchial tree,45
4337102,Neonatal hypomagnesemia,45
4055511,Gingival and edentulous alveolar ridge lesion due to trauma,45
4020873,Effects of vibration,45
4013156,Open fracture thoracic vertebra,45
4313512,Neoplasm of uncertain behavior of intrathoracic organs,45
44499486,"Squamous cell carcinoma, NOS, of upper third of esophagus",45
73338,Sprain of lateral collateral ligament of knee,45
45769123,Nonkeratinizing carcinoma of the nasopharynx,45
4223530,Spondylitis,45
44502663,"Diffuse large B-cell lymphoma, NOS, of intra-abdominal lymph nodes",45
4267550,Vascular neoplasm of skin,45
36684451,Oligodendroglioma of cerebrum,45
4071709,Injury of teeth,45
4184256,Cervical kyphosis,45
258981,Kaposi's sarcoma of skin,45
432419,Encephalocele,45
4241902,Juvenile polyposis syndrome,45
4059900,Labor and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,45
4330086,Disorder of vertebra,45
261889,Simple chronic bronchitis,45
606543,Poisoning caused by halogenated hydrocarbon,45
4111921,Squamous cell carcinoma of skin,45
436261,Penetrating wound of orbit without foreign body,45
4184133,Rodenticide poisoning,45
194412,Dysplasia of vagina,45
44784273,Melena of newborn due to swallowed maternal blood,45
377287,Phlyctenular keratoconjunctivitis,45
194685,Non-obstructive reflux-associated chronic pyelonephritis,44
4178971,Malignant tumor of scrotum,44
4147683,Acute gastrojejunal ulcer without hemorrhage AND without perforation,44
72516,Burn of knee,44
376977,Heteronymous bilateral visual field defects,44
40481774,Infection by Anisakidae,44
4309400,Adenoid cystic carcinoma of salivary gland,44
36713290,Psychotropic overdose,44
4265764,Polyarthritis associated with another disorder,44
42512015,"Acute lymphoblastic leukemia, NOS, (ICD-O-2) of bone marrow",44
4344136,Secondary ossification of muscle,44
436551,Closed fracture of trapezoidal bone of wrist,44
79758,Primary malignant neoplasm of scrotum,44
4198076,Polyarthropathy associated with another disorder,44
4054884,Multiple open wounds of hip and/or thigh,44
4056026,Pyelonephritis associated with another disorder,44
44806827,Systemic inflammatory response syndrome of non-infectious origin without organ failure,44
4064709,"Premature rupture of membranes, labor delayed by therapy",44
44502676,"Carcinoma, NOS, of upper lobe, lung",44
44502390,"Solid carcinoma, NOS, of lower lobe, lung",44
35607974,Left cleft lip,44
4066820,Dermatitis caused by ingested food,44
4050680,Injury of blood vessels at ankle and foot level,44
4044349,Bacterial infectious disease of brain,44
197518,Neoplasm of uncertain behavior of male genital organ,44
45772673,Disorder of skin of scrotum,44
45757148,Preterm premature rupture of membranes with onset of labor later than 24 hours after rupture,44
432829,Yaws,44
4279548,Incontinentia pigmenti syndrome,44
4277280,Scrotal pruritus,44
4031113,Melanoma in situ of lower limb,44
37311762,Posterior hypospadias,44
4021596,Disease caused by Heterocheiloidea,44
135890,Pruritus of male genital organs,44
35622431,Right cleft lip,44
1077500,Contact dermatitis caused by medication,44
37166459,Primary carcinoma liver and/or biliary system,44
437524,Avoidant personality disorder,44
4337543,Hepatic necrosis,44
37110513,Dementia due to disorder of central nervous system,44
435537,Disorder of hypoglossal nerve,44
4173925,Post-infective polyarthritis,44
4207690,Dens in dente,44
4086224,Contusion of pelvic region,44
4127128,Bilateral cleft lip,44
40484496,Infection by Anisakis larva,44
4246469,Macrophthalmos,44
44501710,"Basal cell carcinoma, NOS, of external ear",44
438343,Falciparum malaria,44
44502817,"Adenocarcinoma, NOS, of pylorus",44
438358,Infection by Spirometra larvae,43
4178977,Malignant tumor of pineal gland,43
4164151,Auditory hallucinations,43
37164777,Alcoholic cardiomyopathy,43
4111714,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",43
438578,"Open fracture of mandible, angle of jaw",43
4071202,Neonatal hypertension,43
42535405,Spastic hemiplegia of left nondominant side,43
4152468,Animal bite of lower limb,43
44504724,Myelodysplastic syndrome with excess blasts of bone marrow,43
435509,Intracranial abscess,43
1245867,Toxic dilated cardiomyopathy,43
4001666,Mesothelioma of peritoneum,43
4020582,Frostbite with tissue necrosis,43
27918,Eosinophilic esophagitis,43
1244114,Toxic cardiomyopathy,43
4249567,Chronic esophagitis,43
44783568,Secondary nonischemic congestive cardiomyopathy,43
36531101,Mucinous adenocarcinoma of overlapping lesion of breast,43
4151516,Insect bite of lower limb,43
4347416,Cerebral injury due to birth trauma,43
4131002,Neoplasm of trigone of urinary bladder,43
440518,5p partial monosomy syndrome,43
4115213,Glenoid labrum tear,43
435138,Injury of femoral nerve,43
4071896,Secondary dilated cardiomyopathy,43
317801,Primary malignant neoplasm of soft tissues of thorax,43
37160609,Neuroendocrine neoplasm of colon,43
4143172,Concrescence of teeth,43
40480849,Abscess of brain,43
44501950,Mucinous adenocarcinoma of body of stomach,43
4130668,Neoplasm of uveal tract,43
44499749,Mucinous adenocarcinoma of cervix uteri,43
4347302,Synovial hypertrophy,43
4218771,Dilated cardiomyopathy caused by drug,43
37205092,Disorder due to and following injury of nerve of upper limb,43
42536734,Developmental anomaly of root of tooth,43
42872390,Nonischemic congestive cardiomyopathy,43
37118014,Deletion of part of chromosome 5,43
4024887,Disease caused by Ascaridoidea,43
377556,Sudden visual loss,43
4153554,Animal bite of head,43
42536618,Infection causing abscess of central nervous system,43
4333766,Neuroblastoma,43
435484,Primary malignant neoplasm of trigone of urinary bladder,43
44499558,Signet ring cell carcinoma of pylorus,43
4110194,Middle cerebral artery syndrome,43
36716018,Infection caused by Spirometra,43
36715913,Primary malignant neuroendocrine neoplasm of colon,43
444463,Benign neoplasm of paraganglion,43
4238192,Anomaly of chromosome pair 5,43
35615148,Cardiomyopathy caused by drug,43
4095755,Malignant tumor of trigone of urinary bladder,43
4000963,Thoracic spine ankylosis,43
4094458,Insect bite to leg - nonvenomous,43
4135647,Injury of glenoid labrum of shoulder joint,43
4152814,Insect bite of head,43
37168754,Bite wound of lower limb,43
607549,Partial deletion of short arm of chromosome 5,43
320429,Rheumatic aortic stenosis with regurgitation,42
37167844,Multiple injuries of blood vessel of abdomen,42
4221495,Cataract due to diabetes mellitus type 2,42
440476,Prolapse of cord,42
4207189,Viral musculoskeletal infection,42
40480611,Oxyphilic adenocarcinoma,42
46269798,Mass of subcutaneous tissue,42
40389201,Common variable immunodeficiency,42
4342660,Small bowel fistula,42
78308,Osteolysis,42
198870,Transitory ileus of newborn,42
4134169,Recurrent dislocation of temporomandibular joint,42
4316634,Neoplasm of uncertain behavior of soft tissues of abdomen,42
4297284,Mucormycosis,42
4093002,Sarcoidosis of lung with sarcoidosis of lymph nodes,42
4118017,Pathological fracture - hand,42
4299564,Disorder due to abnormality of dermal elastin,42
4115179,Fracture malunion - forearm,42
4099495,Neoplasm of uncertain behavior of peritoneum,42
4317820,Neoplasm of uncertain behavior of soft tissues of trunk,42
37016244,Malignant pheochromocytoma,42
4026000,Acute intestinal obstruction,42
40490463,Malignant neoplasm of maxillofacial bone,42
40480205,Malignant thymoma,42
4053150,"Traumatic amputation, through ankle",42
4135084,Recurrent subluxation of temporomandibular joint,42
4154293,Rheumatic heart valve stenosis with insufficiency,42
37111242,Delirium co-occurrent with dementia,42
443879,Epididymo-orchitis with abscess,42
4181055,Disorder of fetal abdominal region,42
4081221,Primary anetoderma,42
377869,Conjunctival deposit,42
438022,Crushing injury of external genitalia,42
4032902,Anetoderma,42
4146686,Temporomandibular subluxation,42
4134154,Traumatic rupture of urinary bladder,42
26361,Primary malignant neoplasm of pineal gland,42
440864,Open fracture of shaft of metacarpal bone,42
434529,Epidermal burn of multiple sites,42
4032776,Hemianesthesia,42
42536563,Obstructed labor due to shoulder dystocia,42
132573,Benign neoplasm of floor of mouth,42
40492385,Leiomyosarcoma of uterus,42
45768977,Primary squamous cell carcinoma of nasopharynx,42
321710,Contusion to heart,42
40391809,Osteosarcoma,42
4307423,Tendinitis of hand,42
37167679,Calcific tendinitis of hand,42
4341231,Tracheo-esophageal fistula without atresia of esophagus,42
436806,Congenital anomaly of optic disc,42
4220074,Splenic abscess,42
137613,Eclampsia in pregnancy,42
4148690,Pemphigus foliaceus,42
4045738,Pure sensory lacunar infarction,42
4318525,Congenital anomaly of optic nerve,42
195108,Injury of multiple intra-abdominal organs without open wound into abdominal cavity,42
4049318,Thrombosis of renal vein,41
37166813,Granulomatous vasculitis,41
4141587,Congenital duplication of digestive organs,41
37116628,Multiple fractures of clavicle,41
314963,Giant cell arteritis,41
4218030,Cavernous hemangioma,41
4177365,Infective arthritis of joint of hand,41
437994,Open fracture of base of metacarpal bone other than first metacarpal,41
194683,Obstructed umbilical hernia,41
4334742,Injury of sclera,41
4147351,Gastrojejunal ulcer with perforation,41
141248,Benign neoplasm of skin of lip,41
607830,Varicose veins in pregnancy,41
438983,Malignant melanoma of skin of upper limb,41
42538185,Umbilical cord complication during labor and delivery,41
44501127,"Squamous cell carcinoma, NOS, of maxillary sinus",41
46287159,Traumatic wound,41
4323223,Anemia caused by medication,41
193512,Embolism and thrombosis of the renal vein,41
132565,Primary malignant neoplasm of vermilion border of lower lip,41
40490306,Partial thickness burn of face,41
4111167,Congenital deformity of foot and ankle,41
4143296,Hemorrhoids in pregnancy,41
438086,Primary malignant neoplasm of parietal lobe,41
133848,Slipped upper femoral epiphysis,41
4320705,Necrotizing scleritis,41
602100,Primary sarcoma of trunk,41
44502176,"Papillary adenocarcinoma, NOS, of upper lobe, lung",41
441546,Psychogenic vomiting,41
4178961,Malignant tumor of vermilion border of lower lip,41
4237912,"Aneurysm of artery, other than aorta",41
4080602,Typhus group rickettsial disease,41
4181481,Malignant neoplasm of parietal lobe,41
4106869,Perforation of jejunum,41
42536534,Cytopenia caused by drug,41
36521732,"Small cell carcinoma, NOS, of overlapping lesion of lung",41
4131600,Neoplasm of vermilion border of lower lip,41
4086529,Injury of jejunum,41
4162322,Beta-adrenoceptor agonist poisoning,41
4234501,Disease caused by Polyomaviridae,41
314457,Congenital stenosis of aortic valve,41
28115,Benign neoplasm of pineal gland,41
36556353,Medullary carcinoma with lymphoid stroma of body of stomach,41
4212099,Occupational asthma,41
4242694,Congenital duplication of intestine,41
436403,Retinal vasculitis,41
602838,Varicose veins of perineum in pregnancy,41
4336134,Anomaly of vergence system,41
4054507,Neoplasm of upper arm,41
438941,Hydantoin derivative poisoning,41
135700,Burn any degree involving 30-39 percent of body surface,41
4191250,Embolism of renal vein,41
44501335,"Squamous cell carcinoma, NOS, of main bronchus",40
44499480,"Carcinoma, NOS, of rectum, NOS",40
432645,Scleromalacia perforans,40
77112,Open fracture of scapula,40
4312477,Projectile vomiting,40
37167245,Pain in muscle of pelvis,40
37311123,Dislocation of digit of hand,40
1076406,Dislocation of joint of finger,40
441513,Primary malignant neoplasm of axillary tail of breast,40
40491873,Sarcoma of endometrium,40
37018872,Primary squamous cell carcinoma of upper limb,40
37208030,Neoplasm of uncertain behavior of left breast,40
4342766,Pseudo-obstruction of intestine,40
4301427,Squamous cell carcinoma of upper extremity,40
4055098,Pseudo-obstruction of gastrointestinal tract,40
40479836,Glioma of brainstem,40
44502317,"Myeloproliferative neoplasm, NOS, of bone marrow",40
36568245,"Hodgkin lymphoma, nodular sclerosis, NOS, of lymph nodes of head, face and neck",40
37312491,Lump of axillary tail of breast,40
44502216,"Squamous cell carcinoma, NOS, of thoracic esophagus",40
4062390,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level,40
439140,Neonatal polycythemia,40
4038846,"Langerhans cell histiocytosis, disseminated",40
4331739,Linear scleroderma,40
133714,Malignant melanoma of skin of trunk,40
4245455,Inflammation of lacrimal canaliculus,40
75652,Congenital valgus deformity of foot,40
4046089,Vascular dementia of acute onset,40
37110639,Injury of tendon of triceps brachii,40
36715898,Pseudo-obstruction of colon,40
46269810,Obstructed labor due to abnormality of maternal pelvis,40
37110637,Injury of triceps brachii muscle,40
74733,Traumatic dislocation of joint of hand,40
37397743,Congenital dilatation of ureter,40
4002142,Cervical spine instability,40
4053589,Traumatic dislocation of joint of finger,40
200148,Seminal vesiculitis,40
4245323,Congenital absence of gonads,40
4055611,Sequelae of crushing injury and traumatic amputation of lower limb,40
1075560,Neoplasm of axillary tail of breast,40
44502661,"Malignant lymphoma, NOS, of bone marrow",40
4080921,Polymorphous light eruption,40
4155292,Malignant neoplasm of axillary tail of breast,40
4110857,Liposarcoma,40
4311409,Disorder of seminal vesicle,40
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,39
4197154,Posterior cyclitis,39
256197,Rheumatoid lung disease,39
4144146,Chronic organic mental disorder,39
4057662,Infestation by Phthirus,39
44500589,Papillary urothelial carcinoma of lateral wall of bladder,39
4085837,Sleep automatism,39
77653,Traumatic myositis ossificans,39
4150603,Cerebral atrophy,39
4005591,Penoscrotal hypospadias,39
4090610,Tumor of tunica vaginalis,39
4112755,Tumor of skin with apocrine differentiation,39
761084,Degenerative joint disease of thumb,39
4066727,Besnier's prurigo,39
432282,Sideroblastic anemia,39
45757259,Misshapen ear,39
36561605,"Adenocarcinoma, NOS, of overlapping lesion of colon",39
604987,Neonatal disorder due to disease in mother,39
4254103,Chronic tracheitis,39
26719,Chronic laryngotracheitis,39
44499505,"Papillary adenocarcinoma, NOS, of gallbladder",39
4133638,Pain in cervical spine,39
4316372,HELLP syndrome,39
36715628,Traumatic dislocation of second and third cervical vertebra,39
37169840,Pruritic dermatitis,39
3656109,Squamous cell carcinoma in situ of esophagus,39
4030205,ACTH-dependent Cushing's syndrome,39
43021546,Epidermal burn of multiple sites of wrist,39
42536723,Primary osteosarcoma,39
43022030,Epidermal burn of multiple sites of hand,39
4216873,Relapsing polychondritis,39
374341,Huntington's chorea,39
4249596,Polyp of middle ear,39
46271763,Monosomy X,39
4194893,Dislocation of metacarpophalangeal joint,39
260430,Pneumonia caused by Escherichia coli,39
4079687,Tumor lysis syndrome,39
4067765,Drug-induced osteoporosis with osteoporotic fracture,39
4115297,Malignant skin tumor with apocrine differentiation,39
434758,Exceptionally large at birth,39
4299414,Calcinosis following trauma,39
4307263,Hurthle cell carcinoma of thyroid,39
432455,Metabolic finding,39
258684,Pulmonary cryptococcosis,39
4115181,Fracture malunion - lower leg,39
4130527,Neoplasm of ureteric orifice of urinary bladder,39
4096141,Laceration of colon,39
4112534,Chronic laryngitis and laryngotracheitis,39
440372,Acquired thrombocytopenia,39
43021179,Orocutaneous fistula,39
4068478,Enterobacterial spondylitis,39
4027566,Disorder of visual cortex,39
